X,CH1,Start,Increment,
Sequence,Volt,-1.970000e-06,5.000000e-09
0,8.00e-03,
1,-8.00e-03,
2,8.00e-03,
3,-8.00e-03,
4,8.00e-03,
5,-8.00e-03,
6,1.60e-02,
7,-8.00e-03,
8,8.00e-03,
9,0.00e+00,
10,8.00e-03,
11,-8.00e-03,
12,8.00e-03,
13,-8.00e-03,
14,0.00e+00,
15,8.00e-03,
16,8.00e-03,
17,-8.00e-03,
18,8.00e-03,
19,-8.00e-03,
20,8.00e-03,
21,-8.00e-03,
22,0.00e+00,
23,8.00e-03,
24,8.00e-03,
25,0.00e+00,
26,8.00e-03,
27,0.00e+00,
28,8.00e-03,
29,-8.00e-03,
30,0.00e+00,
31,1.60e-02,
32,8.00e-03,
33,-8.00e-03,
34,0.00e+00,
35,8.00e-03,
36,2.40e-02,
37,0.00e+00,
38,-8.00e-03,
39,1.60e-02,
40,1.60e-02,
41,-8.00e-03,
42,0.00e+00,
43,1.60e-02,
44,8.00e-03,
45,0.00e+00,
46,8.00e-03,
47,0.00e+00,
48,8.00e-03,
49,0.00e+00,
50,-8.00e-03,
51,8.00e-03,
52,8.00e-03,
53,0.00e+00,
54,0.00e+00,
55,8.00e-03,
56,8.00e-03,
57,8.00e-03,
58,8.00e-03,
59,-8.00e-03,
60,-8.00e-03,
61,8.00e-03,
62,8.00e-03,
63,-8.00e-03,
64,0.00e+00,
65,8.00e-03,
66,8.00e-03,
67,-8.00e-03,
68,8.00e-03,
69,-8.00e-03,
70,1.60e-02,
71,0.00e+00,
72,8.00e-03,
73,0.00e+00,
74,8.00e-03,
75,-8.00e-03,
76,8.00e-03,
77,0.00e+00,
78,8.00e-03,
79,-8.00e-03,
80,8.00e-03,
81,0.00e+00,
82,8.00e-03,
83,0.00e+00,
84,8.00e-03,
85,-8.00e-03,
86,8.00e-03,
87,-8.00e-03,
88,8.00e-03,
89,0.00e+00,
90,8.00e-03,
91,-8.00e-03,
92,8.00e-03,
93,0.00e+00,
94,8.00e-03,
95,0.00e+00,
96,0.00e+00,
97,1.60e-02,
98,8.00e-03,
99,0.00e+00,
100,1.60e-02,
101,-8.00e-03,
102,8.00e-03,
103,-8.00e-03,
104,8.00e-03,
105,-8.00e-03,
106,8.00e-03,
107,0.00e+00,
108,8.00e-03,
109,-8.00e-03,
110,8.00e-03,
111,0.00e+00,
112,8.00e-03,
113,0.00e+00,
114,0.00e+00,
115,8.00e-03,
116,8.00e-03,
117,0.00e+00,
118,8.00e-03,
119,2.40e-02,
120,1.60e-02,
121,-8.00e-03,
122,1.60e-02,
123,-8.00e-03,
124,-8.00e-03,
125,8.00e-03,
126,8.00e-03,
127,0.00e+00,
128,8.00e-03,
129,-8.00e-03,
130,8.00e-03,
131,-8.00e-03,
132,8.00e-03,
133,-8.00e-03,
134,0.00e+00,
135,1.60e-02,
136,8.00e-03,
137,0.00e+00,
138,0.00e+00,
139,8.00e-03,
140,8.00e-03,
141,-8.00e-03,
142,8.00e-03,
143,0.00e+00,
144,8.00e-03,
145,0.00e+00,
146,8.00e-03,
147,0.00e+00,
148,8.00e-03,
149,-8.00e-03,
150,0.00e+00,
151,1.60e-02,
152,8.00e-03,
153,0.00e+00,
154,8.00e-03,
155,-8.00e-03,
156,8.00e-03,
157,-8.00e-03,
158,1.60e-02,
159,-8.00e-03,
160,8.00e-03,
161,0.00e+00,
162,8.00e-03,
163,-8.00e-03,
164,1.60e-02,
165,0.00e+00,
166,1.60e-02,
167,-8.00e-03,
168,8.00e-03,
169,-8.00e-03,
170,1.60e-02,
171,-8.00e-03,
172,8.00e-03,
173,-8.00e-03,
174,8.00e-03,
175,0.00e+00,
176,8.00e-03,
177,-8.00e-03,
178,8.00e-03,
179,-8.00e-03,
180,8.00e-03,
181,-8.00e-03,
182,1.60e-02,
183,-8.00e-03,
184,8.00e-03,
185,-8.00e-03,
186,0.00e+00,
187,1.60e-02,
188,8.00e-03,
189,0.00e+00,
190,0.00e+00,
191,8.00e-03,
192,0.00e+00,
193,8.00e-03,
194,8.00e-03,
195,-8.00e-03,
196,8.00e-03,
197,0.00e+00,
198,1.60e-02,
199,-8.00e-03,
200,1.60e-02,
201,-8.00e-03,
202,1.60e-02,
203,0.00e+00,
204,8.00e-03,
205,-8.00e-03,
206,0.00e+00,
207,1.60e-02,
208,8.00e-03,
209,-8.00e-03,
210,8.00e-03,
211,0.00e+00,
212,8.00e-03,
213,-8.00e-03,
214,1.60e-02,
215,0.00e+00,
216,8.00e-03,
217,8.00e-03,
218,8.00e-03,
219,-8.00e-03,
220,8.00e-03,
221,-8.00e-03,
222,8.00e-03,
223,-8.00e-03,
224,8.00e-03,
225,8.00e-03,
226,8.00e-03,
227,-8.00e-03,
228,8.00e-03,
229,-8.00e-03,
230,8.00e-03,
231,0.00e+00,
232,8.00e-03,
233,0.00e+00,
234,1.60e-02,
235,-8.00e-03,
236,0.00e+00,
237,8.00e-03,
238,8.00e-03,
239,0.00e+00,
240,8.00e-03,
241,-8.00e-03,
242,8.00e-03,
243,0.00e+00,
244,8.00e-03,
245,-8.00e-03,
246,8.00e-03,
247,0.00e+00,
248,8.00e-03,
249,-8.00e-03,
250,0.00e+00,
251,8.00e-03,
252,8.00e-03,
253,-8.00e-03,
254,8.00e-03,
255,0.00e+00,
256,8.00e-03,
257,-8.00e-03,
258,8.00e-03,
259,-8.00e-03,
260,8.00e-03,
261,8.00e-03,
262,8.00e-03,
263,0.00e+00,
264,8.00e-03,
265,0.00e+00,
266,8.00e-03,
267,-8.00e-03,
268,8.00e-03,
269,-8.00e-03,
270,0.00e+00,
271,1.60e-02,
272,8.00e-03,
